"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총인원","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지"
"3100000","3100000-104-1992-05498","19920418","","03","폐업","02","폐업","19940713","","","","02 9170152","80.91","139841","서울특별시 노원구 월계동 73-2번지 ","","","동샘","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","205558.295916823    ","457288.923562083    ","다방","0","1","주택가주변","기타","상수도전용","","","","","","","","","N","80.91","","",""
"3100000","3100000-104-1992-05499","19920427","","03","폐업","02","폐업","20041013","","","","02 9513191","84.40","139809","서울특별시 노원구 상계동 48-1번지 ","","","황진이","2003-10-10 00:00:00","I","2018-08-31 23:59:59.0","다방","207264.703459812    ","463301.047338288    ","다방","0","2","주택가주변","기타","상수도전용","","","","","","","","","N","84.4","","",""
"3100000","3100000-104-1992-05500","19920608","","03","폐업","02","폐업","19960320","","","","02 9410900","60.68","139050","서울특별시 노원구 월계동 469-28번지 ","","","자마이카염소","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","204980.800585396    ","457348.6478945      ","다방","0","2","주택가주변","기타","상수도전용","","","","","","","","","N","60.68","","",""
"3100000","3100000-104-1992-05501","19920807","","03","폐업","02","폐업","19970327","","","","02 9511122","141.60","139942","서울특별시 노원구 상계동 703-2번지 ","","","돌채","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","205039.048055954    ","461358.969219933    ","다방","0","2","아파트지역","기타","상수도전용","","","","","","","","","N","141.6","","",""
"3100000","3100000-104-1992-05503","19920831","","03","폐업","02","폐업","19980317","","","","02   00000","63.00","139200","서울특별시 노원구 상계동 713-0번지 미도파 3동 ","","","메르시","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","205320.28476675     ","461419.881795004    ","다방","0","2","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","63","","",""
"3100000","3100000-104-1992-05504","19920831","","03","폐업","02","폐업","19980430","","","","02   00000","60.00","139200","서울특별시 노원구 상계동 713-0번지 미도파 7동 ","","","쎄븐","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","205320.28476675     ","461419.881795004    ","다방","0","2","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","60","","",""
"3100000","3100000-104-1992-05505","19920831","","03","폐업","02","폐업","20040615","","","","02 9323857","43.13","139200","서울특별시 노원구 상계동 713-0번지 미도파 9동 ","","","선인","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","205320.28476675     ","461419.881795004    ","다방","0","2","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","43.13","","",""
"3100000","3100000-104-1992-05506","19920909","","03","폐업","02","폐업","19950914","","","","02 9766808","43.99","139808","서울특별시 노원구 공릉동 661-8번지 ","","","커피타임","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206819.172490318    ","457391.576479447    ","다방","1","1","주택가주변","기타","상수도전용","","","","","","","","","N","43.99","","",""
"3100000","3100000-104-1992-05507","19920925","","03","폐업","02","폐업","19990428","","","","0209393800","48.05","139830","서울특별시 노원구 상계동 734-5번지 ","","","리오커피숍","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","205129.411871946    ","461246.416209452    ","다방","0","2","아파트지역","기타","상수도전용","","","","","","","","","N","48.05","","",""
"3100000","3100000-104-1992-05508","19921031","","03","폐업","02","폐업","19951117","","","","02 9119888","123.48","139841","서울특별시 노원구 월계동 46-13번지 ","","","발리","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","205667.441809937    ","456975.436848678    ","다방","1","1","주택가주변","기타","상수도전용","","","","","","","","","N","123.48","","",""
"3100000","3100000-104-1992-05509","19921119","","03","폐업","02","폐업","20010402","","","","0209063415","41.30","139848","서울특별시 노원구 월계동 633-73번지 ","","","메카","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","204902.594045055    ","458606.551262467    ","다방","1","1","주택가주변","우수","상수도전용","","","","","","","","","N","41.3","","",""
"3100000","3100000-104-1992-05630","19920831","","03","폐업","02","폐업","20000712","","","","02 9392222","31.65","139200","서울특별시 노원구 상계동 713-0번지 지하동 1층호","","","미도파지하3호점","2000-07-14 00:00:00","I","2018-08-31 23:59:59.0","일반조리판매","205320.28476675     ","461419.881795004    ","일반조리판매","","","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","31.65","","",""
"3100000","3100000-104-1992-05631","19920831","","03","폐업","02","폐업","20020209","","","","02 9392222","29.82","139200","서울특별시 노원구 상계동 713-0번지 지하동 1층호","","","미도파지하4호점","1999-07-19 00:00:00","I","2018-08-31 23:59:59.0","일반조리판매","205320.28476675     ","461419.881795004    ","일반조리판매","","","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","29.82","","",""
"3100000","3100000-104-1992-05632","19920831","","03","폐업","02","폐업","19940618","","","","02","10.12","139200","서울특별시 노원구 상계동 713-0번지 ","","","미도파지하5호점","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","일반조리판매","205320.28476675     ","461419.881795004    ","일반조리판매","0","1","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","10.12","","",""
"3100000","3100000-104-1992-05633","19920831","","03","폐업","02","폐업","20000812","","","","02 9392222","21.28","139200","서울특별시 노원구 상계동 713-0번지 지하동 1층호","","","미도파지하6호점","2001-03-29 00:00:00","I","2018-08-31 23:59:59.0","일반조리판매","205320.28476675     ","461419.881795004    ","일반조리판매","","","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","21.28","","",""
"3100000","3100000-104-1992-05634","19920831","","03","폐업","02","폐업","20000713","","","","02 9392222","32.06","139200","서울특별시 노원구 상계동 713-0번지 지하동 1층호","","","미도파지하8호점","2000-07-18 00:00:00","I","2018-08-31 23:59:59.0","일반조리판매","205320.28476675     ","461419.881795004    ","일반조리판매","","","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","32.06","","",""
"3100000","3100000-104-1992-05635","19920831","","03","폐업","02","폐업","20040312","","","","02 9392222","23.08","139200","서울특별시 노원구 상계동 713-0번지 지하동 1층호","","","일식","2000-08-14 00:00:00","I","2018-08-31 23:59:59.0","일반조리판매","205320.28476675     ","461419.881795004    ","일반조리판매","","","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","23.08","","",""
"3100000","3100000-104-1992-05636","19920831","","03","폐업","02","폐업","20000710","","","","02 9326447","28.08","139200","서울특별시 노원구 상계동 713-0번지 미도파지하13호점 지하동 1층호","","","미가김밥","2000-07-12 00:00:00","I","2018-08-31 23:59:59.0","일반조리판매","205320.28476675     ","461419.881795004    ","일반조리판매","0","0","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","28.08","","",""
"3100000","3100000-104-1992-05637","19920831","","03","폐업","02","폐업","20010426","","","","02 9392222","15.30","139200","서울특별시 노원구 상계동 713-0번지 미도파 지하동 1층호","","","미도파지하14호점","2001-04-30 00:00:00","I","2018-08-31 23:59:59.0","일반조리판매","205320.28476675     ","461419.881795004    ","일반조리판매","","","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","15.3","","",""
"3100000","3100000-104-1992-05638","19920831","","03","폐업","02","폐업","20220801","","","","02 9392222","13.20","139708","서울특별시 노원구 상계동 713-0 롯데백화점 지하","서울특별시 노원구 동일로 1414 (상계동,롯데백화점 지하)","01695","죽떡복이","2022-08-01 10:46:55","U","2021-12-08 00:03:00.0","일반조리판매","205320.28476675","461419.881795004","","","","","","","","","","","","","","","","","","",""
"3100000","3100000-104-1992-05639","19920831","","03","폐업","02","폐업","20000512","","","","02 9392222","12.40","139200","서울특별시 노원구 상계동 713-0번지 미도파 지하 16호점 ","","","델키스(혜림)","2000-05-18 00:00:00","I","2018-08-31 23:59:59.0","일반조리판매","205320.28476675     ","461419.881795004    ","일반조리판매","","","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","12.4","","",""
"3100000","3100000-104-1992-05640","19920831","","03","폐업","02","폐업","20030430","","","","02 9314373","20.83","139200","서울특별시 노원구 상계동 713-0번지 롯데미도파 지하1층 ","","","진미식품(전/튀김)","2003-04-17 00:00:00","I","2018-08-31 23:59:59.0","과자점","205320.28476675     ","461419.881795004    ","과자점","0","0","유흥업소밀집지역","갑","","","","","","","","","","N","20.83","","",""
"3100000","3100000-104-1992-05641","19920831","","03","폐업","02","폐업","20020903","","","","02 9392222","15.25","139200","서울특별시 노원구 상계동 713-0번지 지하동 1층호","","","미도파지하18호점","1999-07-19 00:00:00","I","2018-08-31 23:59:59.0","일반조리판매","205320.28476675     ","461419.881795004    ","일반조리판매","","","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","15.25","","",""
"3100000","3100000-104-1992-05642","19920831","","03","폐업","02","폐업","19990604","","","","02 9392222","11.75","139200","서울특별시 노원구 상계동 713-0번지 미도파 지하 19호점 ","","","할머니 순대","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","일반조리판매","205320.28476675     ","461419.881795004    ","일반조리판매","","","주택가주변","갑","상수도전용","","","","","","","","","N","11.75","","",""
"3100000","3100000-104-1992-05643","19920831","","03","폐업","02","폐업","20031015","","","","02 9392222","13.60","139200","서울특별시 노원구 상계동 713-0번지 지하동 1층호","","","보리밥분식","2000-08-14 00:00:00","I","2018-08-31 23:59:59.0","일반조리판매","205320.28476675     ","461419.881795004    ","일반조리판매","","","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","13.6","","",""
"3100000","3100000-104-1992-05644","19920831","","03","폐업","02","폐업","20000403","","","","02 9392222","12.70","139200","서울특별시 노원구 상계동 713-0번지 지하동 1층호","","","미도파지하21호점","2000-04-07 00:00:00","I","2018-08-31 23:59:59.0","일반조리판매","205320.28476675     ","461419.881795004    ","일반조리판매","","","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","12.7","","",""
"3100000","3100000-104-1992-05645","19920831","","03","폐업","02","폐업","19940618","","","","02 9392222","10.18","139200","서울특별시 노원구 상계동 713-0번지 ","","","미도파지하28호점","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","일반조리판매","205320.28476675     ","461419.881795004    ","일반조리판매","0","1","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","10.18","","",""
"3100000","3100000-104-1992-05646","19920831","","03","폐업","02","폐업","20030430","","","","02 9392222","6.12","139200","서울특별시 노원구 상계동 713-0번지 지하동 1층호","","","미도파지하29호점","1999-07-19 00:00:00","I","2018-08-31 23:59:59.0","일반조리판매","205320.28476675     ","461419.881795004    ","일반조리판매","","","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","6.12","","",""
"3100000","3100000-104-1992-05647","19920831","","03","폐업","02","폐업","19970812","","","","02 9392222","3.12","139200","서울특별시 노원구 상계동 713-0번지 ","","","미도파지하31호점","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","일반조리판매","205320.28476675     ","461419.881795004    ","일반조리판매","","","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","3.12","","",""
"3100000","3100000-104-1992-05648","19920831","","03","폐업","02","폐업","20051207","","","","02 9392222","10.80","139200","서울특별시 노원구 상계동 713-0번지 롯데미도파 지하1층 ","","","궁실식품롯데미도파점","2004-01-16 00:00:00","I","2018-08-31 23:59:59.0","일반조리판매","205320.28476675     ","461419.881795004    ","일반조리판매","","","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","10.8","","",""
"3100000","3100000-104-1992-05649","19921229","","03","폐업","02","폐업","19991108","","","","02 9392222","7.48","139709","서울특별시 노원구 중계동 506-1번지 건영옴니 백화점 지하동 1층호","","","노엘분식","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","일반조리판매","205645.891969072    ","459609.012509743    ","일반조리판매","","","아파트지역","갑","상수도전용","","","","","","","","","N","7.48","","",""
"3100000","3100000-104-1992-05804","19921119","","03","폐업","02","폐업","19981127","","","","02 9145379","22.85","139845","서울특별시 노원구 월계동 383-30번지 ","","","미니스톱월계점","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","편의점","205208.053012369    ","457781.570433131    ","편의점","","","주택가주변","갑","상수도전용","","","","","","","","","N","22.85","","",""
"3100000","3100000-104-1992-05813","19920924","","03","폐업","02","폐업","20030203","","","","02 9719000","10.26","139863","서울특별시 노원구 중계동 506-1번지 건영백화점내 지하1층 ","","","피자코너","2000-02-22 00:00:00","I","2018-08-31 23:59:59.0","패스트푸드","205645.891969072    ","459609.012509743    ","패스트푸드","0","0","아파트지역","갑","상수도전용","","","","","","","","","N","10.26","","",""
"3100000","3100000-104-1992-06191","19920831","","03","폐업","02","폐업","20000703","","","","02 9392222","21.73","139200","서울특별시 노원구 상계동 713-0번지 지하동 1층호","","","미도파지하7호점","2000-07-07 00:00:00","I","2018-08-31 23:59:59.0","일반조리판매","205320.28476675     ","461419.881795004    ","일반조리판매","","","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","21.73","","",""
"3100000","3100000-104-1992-06192","19920831","","03","폐업","02","폐업","20000216","","","","02 9392222","10.85","139200","서울특별시 노원구 상계동 713-0번지 미도파 상계점 지하동 1층호","","","크레페","2000-02-18 00:00:00","I","2018-08-31 23:59:59.0","일반조리판매","205320.28476675     ","461419.881795004    ","일반조리판매","","","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","10.85","","",""
"3100000","3100000-104-1992-06193","19920831","","03","폐업","02","폐업","20000830","","","","02 9392222","13.30","139200","서울특별시 노원구 상계동 713-0번지 ","","","미도파지하12호점","2000-09-01 00:00:00","I","2018-08-31 23:59:59.0","일반조리판매","205320.28476675     ","461419.881795004    ","일반조리판매","","","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","13.3","","",""
"3100000","3100000-104-1993-05181","19930503","","03","폐업","02","폐업","19990324","","","","02 9742889","15.00","139800","서울특별시 노원구 공릉동 254-0번지 우성A상가 109호","","","샹제리베이커리","1999-12-08 00:00:00","I","2018-08-31 23:59:59.0","과자점","207416.586869686    ","458026.203245436    ","과자점","","","아파트지역","갑","상수도전용","","","","","","","","","N","15","","",""
"3100000","3100000-104-1993-05208","19930212","","03","폐업","02","폐업","20020604","","","","02 9300372","38.44","139836","서울특별시 노원구 상계동 994-0번지 ","","","하이밀바게트","1999-12-09 00:00:00","I","2018-08-31 23:59:59.0","과자점","205050.277652595    ","463253.973796138    ","과자점","","","주택가주변","갑","상수도전용","","","","","","","","","N","38.44","","",""
"3100000","3100000-104-1993-05227","19930707","","03","폐업","02","폐업","19990414","","","","02 9520678","155.76","139832","서울특별시 노원구 상계동 724-0번지 ","","","베로나피자","1999-12-08 00:00:00","I","2018-08-31 23:59:59.0","과자점","205415.542386681    ","461328.596334115    ","과자점","","","주택가주변","갑","상수도전용","","","","","","","","","N","155.76","","",""
"3100000","3100000-104-1993-05229","19931020","","03","폐업","02","폐업","19991118","","","","02 9300071","25.36","139831","서울특별시 노원구 상계동 767-4번지 1단지 상가 나동 108호","","","이딸리앙베이커리상계점","1999-12-08 00:00:00","I","2018-08-31 23:59:59.0","과자점","205026.872957919    ","460599.609363136    ","과자점","","","아파트지역","갑","상수도전용","","","","","","","","","N","25.36","","",""
"3100000","3100000-104-1993-05233","19931027","","03","폐업","02","폐업","20050127","","","","02 9768161","40.67","139873","서울특별시 노원구 하계동 273-0번지 시영6단지 상가동 111호","","","브레든브레드과자점","2002-11-05 00:00:00","I","2018-08-31 23:59:59.0","과자점","205920.87114808     ","459040.420031177    ","과자점","2","1","아파트지역","갑","상수도전용","","","","","","","","","N","40.67","","",""
"3100000","3100000-104-1993-05234","19931224","","03","폐업","02","폐업","19981127","","","","02 9394882","16.53","139220","서울특별시 노원구 중계동 산 362-1번지 8단지종합 상가동 106호","","","해태델리","1999-12-08 00:00:00","I","2018-08-31 23:59:59.0","과자점","","","과자점","1","1","주택가주변","갑","상수도전용","","","","","","","","","N","16.53","","",""
"3100000","3100000-104-1993-05238","19930220","","03","폐업","02","폐업","20031030","","","","02 9326525","13.94","139200","서울특별시 노원구 상계동 713-0번지 미도파 지하동 1층호","","","나폴리","2000-08-14 00:00:00","I","2018-08-31 23:59:59.0","일반조리판매","205320.28476675     ","461419.881795004    ","일반조리판매","","","아파트지역","갑","상수도전용","","","","","","","","","N","13.94","","",""
"3100000","3100000-104-1993-05247","19930112","","03","폐업","02","폐업","20000203","","","","02 9322587","19.26","139827","서울특별시 노원구 상계동 693-4번지 동의빌딩 1층동 ","","","미니스톱노원지점","2000-02-07 00:00:00","I","2018-08-31 23:59:59.0","과자점","205356.625412979    ","461535.57579374     ","과자점","","","아파트지역","갑","상수도전용","","","","","","","","","N","19.26","","",""
"3100000","3100000-104-1993-05370","19930909","","03","폐업","02","폐업","19940601","","","","02 9331091","18.57","139220","서울특별시 노원구 중계동 7-0번지 ","","","윈첼 도우넛하우스 중계점","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","과자점","207971.738157634    ","460959.160791536    ","과자점","0","0","아파트지역","갑","상수도전용","","","","","","","","","N","18.57","","",""
"3100000","3100000-104-1993-05482","19930325","","03","폐업","02","폐업","19940916","","","","0209152248","38.31","139845","서울특별시 노원구 월계동 383-26번지 ","","","셀레","1999-06-01 00:00:00","I","2018-08-31 23:59:59.0","다방","205232.615455435    ","457821.74903066     ","다방","1","1","주택가주변","기타","상수도전용","","","","","","","","","N","38.31","","",""
"3100000","3100000-104-1993-05510","19930116","","03","폐업","02","폐업","19961031","","","","02 9737991","68.32","139240","서울특별시 노원구 공릉동 577-15번지 ","","","별","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206544.023817886    ","457706.818198107    ","다방","0","1","주택가주변","기타","상수도전용","","","","","","","","","N","68.32","","",""
"3100000","3100000-104-1993-05511","19930118","","03","폐업","02","폐업","19941231","","","","0209798402","76.56","139871","서울특별시 노원구 하계동 169-4 ","","","포그니","2021-12-01 19:10:42","U","2021-12-03 02:40:00.0","다방","206368.74309346     ","459310.059711644    ","다방","0","2","주택가주변","자율","상수도전용","0","0","0","0","0","","0","0","N","76.56","","",""
"3100000","3100000-104-1993-05512","19930212","","03","폐업","02","폐업","20181008","","","","0209373993","78.73","139816","서울특별시 노원구 상계동 386-4번지 ","서울특별시 노원구 상계로 117 (상계동)","01684","금성다방","2018-10-08 17:05:28","U","2018-10-10 02:37:20.0","다방","205896.117835369    ","461716.454810941    ","다방","0","0","주택가주변","갑","상수도전용","","","","","","","","","N","78.73","","",""
"3100000","3100000-104-1993-05513","19930211","","03","폐업","02","폐업","19981021","","","","02 9313938","138.00","139827","서울특별시 노원구 상계동 693-4번지 ","","","예츠","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","205356.625412979    ","461535.57579374     ","다방","0","0","주택가주변","갑","상수도전용","","","","","","","","","N","138","","",""
"3100000","3100000-104-1993-05514","19930312","","03","폐업","02","폐업","20000427","","","","0209907744","45.37","139848","서울특별시 노원구 월계동 267-3번지 ","","","쏘뇨","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","205062.801216849    ","459068.917769135    ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","45.37","","",""
"3100000","3100000-104-1993-05515","19930313","","03","폐업","02","폐업","19981127","","","","0209324437","61.67","139832","서울특별시 노원구 상계동 726-1번지 일신상가 4 2호","","","신선녹즙","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","205394.112077124    ","461283.511494133    ","다방","0","0","아파트지역","기타","상수도전용","","","","","","","","","N","61.67","","",""
"3100000","3100000-104-1993-05516","19930315","","03","폐업","02","폐업","19960918","","","","02 9198775","33.62","139845","서울특별시 노원구 월계동 391-1번지 ","","","보겐스","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","205164.638884063    ","457785.012114018    ","다방","0","0","주택가주변","기타","상수도전용","","","","","","","","","N","33.62","","",""
"3100000","3100000-104-1993-05517","19930326","","03","폐업","02","폐업","20010424","","","","0209114411","154.29","139846","서울특별시 노원구 월계동 414-2번지 ","","","하이델","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","205324.5066403      ","457891.649337524    ","다방","2","1","주택가주변","우수","상수도전용","","","","","","","","","N","154.29","","",""
"3100000","3100000-104-1993-05518","19930409","","03","폐업","02","폐업","20000417","","","","02 9395532","36.00","139832","서울특별시 노원구 상계동 724-3번지 ","","","칸느","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","205489.761880316    ","461349.75973809     ","다방","","","주택가주변","갑","상수도전용","","","","","","","","","N","36","","",""
"3100000","3100000-104-1993-05519","19930416","","03","폐업","02","폐업","19971007","","","","02 9514317","46.84","139822","서울특별시 노원구 상계동 649-2번지 ","","","나드리","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","205010.833443366    ","462726.458573708    ","다방","0","0","아파트지역","기타","상수도전용","","","","","","","","","N","46.84","","",""
"3100000","3100000-104-1993-05520","19930506","","03","폐업","02","폐업","20021231","","","","02 9333523","25.08","139832","서울특별시 노원구 상계동 749-6번지 103호","","","발리","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","205426.093098282    ","460800.073453941    ","다방","","","주택가주변","갑","상수도전용","","","","","","","","","N","25.08","","",""
"3100000","3100000-104-1993-05521","19930618","","03","폐업","02","폐업","19960916","","","","02   00000","27.69","139845","서울특별시 노원구 월계동 465-21번지 ","","","보이즈","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","205068.980099025    ","457526.919175344    ","다방","0","0","주택가주변","갑","상수도전용","","","","","","","","","N","27.69","","",""
"3100000","3100000-104-1993-05522","19930702","","03","폐업","02","폐업","19981127","","","","02 9414481","21.76","139846","서울특별시 노원구 월계동 411-0번지 ","","","빈","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","205320.457417119    ","457812.277926219    ","다방","","","주택가주변","갑","상수도전용","","","","","","","","","N","21.76","","",""
"3100000","3100000-104-1993-05524","19930805","","03","폐업","02","폐업","20001211","","","","02 9511494","26.10","139813","서울특별시 노원구 상계동 156-91번지 ","","","썬커피점","2000-12-14 00:00:00","I","2018-08-31 23:59:59.0","다방","206338.835468489    ","462253.122748954    ","다방","","","주택가주변","갑","상수도전용","","","","","","","","","N","26.1","","",""
"3100000","3100000-104-1993-05525","19930816","","03","폐업","02","폐업","19970809","","","","02 9795706","23.06","139804","서울특별시 노원구 공릉동 424-8번지 ","","","시바커피전문점","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","206844.748773798    ","458326.094883406    ","다방","","","주택가주변","갑","상수도전용","","","","","","","","","N","23.06","","",""
"3100000","3100000-104-1993-05526","19930817","","03","폐업","02","폐업","19980622","","","","02 9351367","62.04","139827","서울특별시 노원구 상계동 693-2번지 ","","","쟈뎅노원역점","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","205316.908829197    ","461524.723572095    ","다방","","","주택가주변","갑","상수도전용","","","","","","","","","N","62.04","","",""
"3100000","3100000-104-1993-05527","19930302","","03","폐업","02","폐업","20031002","","","","02 9324948","7.92","139200","서울특별시 노원구 상계동 713-0번지 롯데미도파 ","","","패션커피","2003-04-17 00:00:00","I","2018-08-31 23:59:59.0","다방","205320.28476675     ","461419.881795004    ","다방","","","아파트지역","갑","상수도전용","","","","","","","","","N","7.92","","",""
"3100000","3100000-104-1993-05529","19930824","","03","폐업","02","폐업","19981127","","","","02 9412958","46.48","139845","서울특별시 노원구 월계동 377-47번지 ","","","울랄라커피전문점","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","205204.319389475    ","457918.688399546    ","다방","","","주택가주변","갑","상수도전용","","","","","","","","","N","46.48","","",""
"3100000","3100000-104-1993-05530","19930824","","03","폐업","02","폐업","20040719","","","","02 9318520","54.59","139821","서울특별시 노원구 상계동 616-4번지 ","","","허밍커피숍","2000-05-10 00:00:00","I","2018-08-31 23:59:59.0","다방","205478.925509163    ","461477.674803768    ","다방","0","0","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","54.59","","",""
"3100000","3100000-104-1993-05531","19930914","","03","폐업","02","폐업","20000202","","","","0209326210","58.40","139859","서울특별시 노원구 중계동 434-1번지 세양빌딩201호 ","","","좋은날","2000-02-09 00:00:00","I","2018-08-31 23:59:59.0","다방","206511.67393263     ","461668.784446921    ","다방","0","0","주택가주변","갑","상수도전용","","","","","","","","","N","58.4","","",""
"3100000","3100000-104-1993-05532","19930915","","03","폐업","02","폐업","19970428","","","","02 9304092","18.39","139816","서울특별시 노원구 상계동 323-9번지 ","","","첼로커피전문점","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","205696.409800755    ","461497.255245163    ","다방","","","주택가주변","갑","상수도전용","","","","","","","","","N","18.39","","",""
"3100000","3100000-104-1993-05533","19931021","","03","폐업","02","폐업","19991008","","","","02 9302010","91.70","139815","서울특별시 노원구 상계동 389-595번지 ","","","진다방","1999-10-14 00:00:00","I","2018-08-31 23:59:59.0","다방","206060.5484771      ","462031.085634853    ","다방","","","아파트지역","갑","상수도전용","","","","","","","","","N","91.7","","",""
"3100000","3100000-104-1993-05534","19931028","","03","폐업","02","폐업","20000831","","","","02 9382954","59.21","139831","서울특별시 노원구 상계동 763-2번지 ","","","에세이","2000-09-05 00:00:00","I","2018-08-31 23:59:59.0","다방","205408.423755773    ","460663.159297815    ","다방","0","0","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","59.21","","",""
"3100000","3100000-104-1993-05535","19931110","","03","폐업","02","폐업","19940820","","","","0209310067","69.38","139816","서울특별시 노원구 상계동 348-6번지 ","","","작은도시","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","205652.189566286    ","461608.038058856    ","다방","0","2","주택가주변","갑","상수도전용","","","","","","","","","N","69.38","","",""
"3100000","3100000-104-1993-05536","19931118","","03","폐업","02","폐업","20000921","","","","02 9362547","108.20","139816","서울특별시 노원구 상계동 387-225번지 ","","","청자다방","2000-09-26 00:00:00","I","2018-08-31 23:59:59.0","다방","206222.212321928    ","461745.789972494    ","다방","","","주택가주변","갑","상수도전용","","","","","","","","","N","108.2","","",""
"3100000","3100000-104-1993-05537","19931202","","03","폐업","02","폐업","19981127","","","","02 9472233","46.90","139865","서울특별시 노원구 중계동 509-0번지 ","","","심포니","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","205931.05327036     ","459884.197207567    ","다방","","","주택가주변","갑","상수도전용","","","","","","","","","N","46.9","","",""
"3100000","3100000-104-1993-05538","19931208","","03","폐업","02","폐업","20010127","","","","02 9720110","6.32","139865","서울특별시 노원구 중계동 509-0번지 ","","","월라윕아이스크림","2001-01-30 00:00:00","I","2018-08-31 23:59:59.0","다방","205931.05327036     ","459884.197207567    ","다방","","1","주택가주변","갑","상수도전용","","","","","","","","","N","6.32","","",""
"3100000","3100000-104-1993-05539","19931213","","03","폐업","02","폐업","19980126","","","","02 9517368","79.95","139832","서울특별시 노원구 상계동 724-2번지 ","","","커피숍 이솝","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","다방","205462.410427775    ","461341.913474047    ","다방","","","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","79.95","","",""
